Reviewer,Record #,First_author,Year,Journal,Title,Stressor class,Exact stressor,Receptor,aquatic,Study system,Structure measured?,Function measured?,Structural measures_CLEAN,Functional measures_CLEAN,STR_VAR,FUN_VAR
Harrison,332,Li,2016,Journal of Environmental Sciences,Copper pollution decreases the resistance of soil microbial community to subsequent dry-rewetting disturbance,chemical stressor,Copper & re-wetting disturbance,microbes,terrestrial,lab,Yes,Tes,community_composition,respiration,community_composition,respiration
Harrison,333,Li,2014,Microbial Ecology,Initial Copper Stress Strengthens the Resistance of Soil Microorganisms to a Subsequent Copper Stress,chemical stressor,Copper,microbes,terrestrial,lab,Yes,Yes,community_composition ; functional groups ; abundance,respiration ; nutrient_transformation,community_composition ; functional_groups ; abundance,respiration ; nutrient_transformation
Harrison,334,Li,2006,Plant and Soil,"Changes in soil microbial community associated with invasion of the exotic weed, Mikania micrantha HBK",Invasive species,Weed (Mikania micrantha),microbes,terrestrial,,Yes,Yes,community_composition;,enzyme_activity,community_composition;,enzyme_activity
Harrison,335,Liao,2007,Ecotoxicology and Environmental Safety,"Effect of heavy metals on substrate utilization pattern, biomass, and activity of microbial communities in a reclaimed mining wasteland of red soil area",chemical stressor,Metals,microbes,terrestrial,,Yes,Yes,biomass ; community_composition ; functional_diversity,respiration ; metabolism,biomass ; community_composition ; functional_diversity,respiration ; metabolism
Harrison,337,Liu,2013,Environmental Earth Sciences,"The effect of long-term reclamation on enzyme activities and microbial community structure of saline soil at Shangyu, China",Land use change; chemical stressor,salinity,microbes,terrestrial,,Yes,Yes,community_composition,enzyme_activity ; carbon utilization,community_composition,enzyme_activity ; carbon_utilization
Harrison,339,Lorenz,2006,Soil Biology & Biochemistry,Response of microbial activity and microbial community composition in soils to long-term arsenic and cadmium exposure,chemical stressor,Arsenic; Cadmium,microbes,terrestrial,field,Yes,Yes,community_composition,enzyme_activity,community_composition,enzyme_activity
Harrison,340,Lottig,2007,Limnology and Oceanography,Flooding and arsenic contamination: Influences on ecosystem structure and function in an Appalachian headwater stream,chemical stressor,Arsenic; Flooding,microbes,aquatic,field,Yes,Yes,biomass,phosphorus uptake ; phosphorus sorption,biomass,phosphorus_uptake ; phosphorus_sorption
Harrison,341,Lu,2014,Pedosphere,Soil Microbial Activities in Beech Forests Under Natural Incubation Conditions as Affected by Global Warming,Climage change,Warming,microbes,terrestrial,field,Yes,Yes,biomass,respiration ; metabolic quotient ; enzyme_activity,biomass,respiration ; metabolic_quotient ; enzyme_activity
Harrison,342,Lucas,2013,Journal of Applied Microbiology,Structural and functional study in the rhizosphere of Oryza sativa L. plants growing under biotic and abiotic stress,chemical stressor,Salinity,rhiosphere bacteria,terrestrial,field,Yes,Yes,metabolic diversity ; diversity ; bacterial structure ; functional_diversity,siderophores production;,metabolic_diversity ; diversity ; structure ; functional_diversity,siderophores_production;
Harrison,343,Lucisine,2015,Science of the Total Environment,Litter chemistry prevails over litter consumers in mediating effects of past steel industry activities on leaf litter decomposition,chemical stressor,metals,microbes,terrestrial,field,Yes,Yes,biomass ; mesofauna abundance ; macrofauna community_composition,decomposition,biomass ; mesofauna_abundance ; community_composition,decomposition
Mendonca,344,Luna,2016,Applied Soil Ecology,The combination of quarry restoration strategies in semiarid climate induces different responses in biochemical and microbiological soil properties,Mining,Mined-soil restoration strategies (organic amendments),plants; bacteria; fungi,terrestrial,field,Yes,Yes,biomass ; microbial community_composition ; genetic structure,Respiration ; enzyme_activity,biomass ; community_composition ; genetic_structure,Respiration ; enzyme_activity
Mendonca,346,Macdonald,2009,Soil Biology & Biochemistry,"Physiological, biochemical and molecular responses of the soil microbial community after afforestation of pastures with Pinus radiata",Land use change,Afforestation,microbes,terrestrial,field,Yes,Yes,biomass ; microbial community_composition,respiration ; carbon substrate use,biomass ; community_composition,respiration ; carbon_substrate_use
Mendonca,348,Magbanua,2013,Freshwater Biology,Individual and combined effects of fine sediment and the herbicide glyphosate on benthic macroinvertebrates and stream ecosystem function,chemical stressor,Pesticide; fine sediment,macroinvertebrates; microbes,aquatic,lab,Yes,Yes,invertebrate density ; richness ; Simpson's diversity ; evenness ; EPT richness ; density ; NZ macroinvert community index ; body size ; biological traits ,decomposition,density ; richness ; Simpson's_diversity ; evenness ; EPT_richness ; density ; NZ_macroinvert_community_index ; body_size ; biological_traits,decomposition
Mendonca,349,Malchair,2010,Soil Biology & Biochemistry,"Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands?",Climate change,Warming; plant diversity,microbes,terrestrial,field,Yes,Yes,community_composition ; richness,nutrient_transformation ; respiration,community_composition ; richness,nutrient_transformation ; respiration
Mendonca,350,Maltby,1991,Water Research,The effect of coal-mine effluent on fungal assemblages and leaf breakdown,chemical stressor,coal-mine effluent,fungi,aquatic,field,Yes,Yes,community_composition,decomposition,community_composition,decomposition
Mendonca,351,Maltby,2002,Environmental Toxicology and Chemistry,"Evaluation of the Gammarus pulex in situ feeding assay as a biomonitor of water quality: Robustness, responsiveness, and relevance",chemical stressor,point-source discharge (multiple contaminants),macroinvertebrates,aquatic,field,Yes,Yes,community_composition,feeding_rate,community_composition,feeding_rate
Mendonca,353,Martinez-Arroyo,1999,Revista De Biologia Tropical,Photosynthetic responses of phytoplankton in a thermically polluted coastal zone of the Gulf of Mexico,,Light; temperature,phytoplankton,aquatic,field,Yes,Yes,community_composition,photosynthesis,community_composition,photosynthesis
Mendonca,354,Martins,2015,Freshwater Science,"Leaf-litter breakdown in urban streams of Central Amazonia: direct and indirect effects of physical, chemical, and biological factors",,Urbanization,microbes,aquatic,field,Yes,Yes,biomass ,decomposition,biomass,decomposition
Mendonca,355,Masese,2014,Ecological Indicators,Litter processing and shredder distribution as indicators of riparian and catchment influences on ecological health of tropical streams,Land use change; invasive species,Water quality; leaf quality,invertebrates; microbes,aquatic,field,Yes,Yes,invertebrate functional_feeding_group,decomposition,functional_feeding_group,decomposition
Mendonca,356,Matos,2016,Water Air and Soil Pollution,Structural and Functional Responses of Macrobenthic Communities to Mercury Contamination,chemical stressor,Mercury,macrobenthos,aquatic,field,Yes,Yes,biomass ; species richness,secondary_production,biomass ; richness,secondary_production
Mendonca,358,Mayor,2013,Plos One,Metal-Macrofauna Interactions Determine Microbial Community Structure and Function in Copper Contaminated Sediments,chemical stressor,Copper; bioturbation,microbes,aquatic,lab,Yes,Yes,biomass ; community_composition ; fatty acid isotopic composition,nutrient release from sediment ,biomass ; community_composition ; fatty_acid_isotopic_composition,nutrient_release_from_sediment
Mendonca,360,McDaniel,2016,Ecosphere,Eleven years of crop diversification alters decomposition dynamics of litter mixtures incubated with soil,Land use change,Agricultural crop rotation,microbes,terrestrial,lab,Yes,Yes,biomass,decomposition,biomass,decomposition
Mendonca,362,McKee,2000,Restoration Ecology,Restoration of biogeochemical function in mangrove forests,Restoration,Salinity; waterlogging; hydrology,plants; microbes (?),aquatic,field,Yes,Yes,community_composition ; basal area ; tree density ; height ; species frequency,decomposition ; primary_production ; leaf fall ; root production,community_composition ; basal_area ; tree_density ; height ; species_frequency,decomposition ; primary_production ; leaf_fall ; root_production
Mendonca,363,McKie,2009,Freshwater Biology,Assessing ecosystem functioning in streams affected by forest management: increased leaf decomposition occurs without changes to the composition of benthic assemblages,Forest management,Clearcutting,macroinvertebrates; microbes,terrestrial,field,Yes,Yes,biomass ; functional group,decomposition,biomass ; functional_group,decomposition
Mendonca,364,McKie,2006,Journal of Applied Ecology,Mitigation or disturbance? Effects of liming on macroinvertebrate assemblage structure and leaf-litter decomposition in the humic streams of northern Sweden,chemical stressor,Liming,macroinvertebrates; microbes,aquatic,field,Yes,Yes,community_composition ; species richness ; evenness ; diversity,decomposition,community_composition ; richness ; evenness ; diversity,decomposition
Mendonca,365,Mensens,2015,Oikos,Stressor-induced biodiversity gradients: revisiting biodiversity-ecosystem functioning relationships,chemical stressor,Atrazine,marine benthic diatoms,aquatic,lab,Yes,Yes,evenness,primary_production ; energy content ; sediment stabilization,evenness,primary_production ; energy_content ; sediment_stabilization
Mendonca,368,Migne,2015,Marine Biology,Effect of canopy removal on a rocky shore community metabolism and structure,Land use change,Canopy removal,rocky shore community (algae; invertebrates),aquatic,field,Yes,Yes,species richness ; biomass,primary_production ; primary_production ; respiration,richness ; biomass,primary_production ; primary_production ; respiration
Mendonca,371,Monard,2011,Isme Journal,Relationship between bacterial diversity and function under biotic control: the soil pesticide degraders as a case study,Biotic stressor,earthworms,bacteria,terrestrial,lab,Yes,Yes,bacterial diversity ,biodegradation,diversity,biodegradation
Mendonca,372,Montuelle,2010,Hydrobiologia,The periphyton as a multimetric bioindicator for assessing the impact of land use on rivers: an overview of the ArdiSres-Morcille experimental watershed (France),Land use change,intense agriculture (vineyards),biofilm,aquatic,field,Yes,Yes,biomass ; community_composition,biodegradation ; respiration ; photosynthetic assimilation ,biomass ; community_composition,biodegradation ; respiration ; photosynthetic_assimilation
Mendonca,373,Moreno,2016,Limnetica,Planktonic metabolism in a Mediterranean reservoir during a near-surface cyanobacterial bloom,Biotic stressor,cyanobacterial bloom,phytoplankton,aquatic,field,Yes,Yes,community_composition ; biomass ,primary_production ; respiration,community_composition ; biomass,primary_production ; respiration
Mendonca,375,Murray,2013,Marine Pollution Bulletin,Consequences of a simulated rapid ocean acidification event for benthic ecosystem processes and functions,chemical stressor,Metals,microbes; plants; invertebrates,terrestrial,field; lab,Yes,Yes,plant diversity ; community_composition,respiration ; nutrient_transformation ; phytoaccumulation,diversity ; community_composition,respiration ; nutrient_transformation ; phytoaccumulation
Mendonca,377,Mustonen,2016,Ecological Applications,Sediments and flow have mainly independent effects on multitrophic stream communities and ecosystem functions,Physical stressor,Flow and sedimentation,fungi; invertebrates,aquatic,field,Yes,Yes,community_composition ; biomass,decomposition,community_composition ; biomass,decomposition
Mendonca,379,Navarro,2008,Limnology and Oceanography,Increased tolerance to ultraviolet radiation (UVR) and cotolerance to cadmium in UVR-acclimatized freshwater periphyton,multiple stressors,UV; cadmium,periphyton,aquatic,lab,Yes,Yes,species richness ; biomass,primary_production,richness ; biomass,primary_production
Mendonca,380,Ndour,2008,Biology and Fertility of Soils,Impact of irrigation water quality on soil nitrifying and total bacterial communities,chemical stressor,irrigarion regime (groundwater vs. wastewater),microbes,terrestrial,field,Yes,Yes,community_composition ; biomass,microbial activity ,community_composition ; biomass,activity
Mendonca,381,Ng,2014,Applied Soil Ecology,Does altered rainfall regime change pesticide effects in soil? A terrestrial model ecosystem study from Mediterranean Portugal on the effects of pyrimethanil to soil microbial communities under extremes in rainfall,multiple stressors,pesticide; rainfall,microbes,terrestrial,lab,Yes,Yes,community_composition ; species richness,nutrient_transformation ; enzyme_activity,community_composition ; richness,nutrient_transformation ; enzyme_activity
Mendonca,382,Ng,2015,Soil Biology & Biochemistry,Do organic inputs alter resistance and resilience of soil microbial community to drying?,multiple stressors,compost application; rain regimes,microbes; plants,terrestrial,lab,Yes,Yes,biomass ; microbial community composition ; soil chemistry,microbial activity ,biomass ; community_composition ; soil_chemistry,activity
Mendonca,383,Niemeyer,2012,Ecotoxicology and Environmental Safety,Functional and structural parameters to assess the ecological status of a metal contaminated area in the tropics,chemical stressor,Metals,microbes; invertebrates; plants,terrestrial,field,Yes,Yes,community_composition; biomass,microbial activity ; basal respiration ; feeding activity ,community_composition;_biomass,activity ; basal_respiration ; feeding_activity
Mendonca,384,Niyogi,2013,Ecological Indicators,Organic matter breakdown as a measure of stream health in New Zealand streams affected by acid mine drainage,chemical stressor,Mine drainage (low pH; dissolved metals; deposition of metal oxides),,aquatic,field; lab,Yes,Yes,invertebrate community_composition,decomposition ; microbial respiration,community_composition,decomposition ; respiration
Mendonca,385,Niyogi,2002,Ecosystems,"Effects of stress from mine drainage on diversity, biomass, and function of primary producers in mountain streams",chemical stressor,Mine drainage (low pH; dissolved metals; deposition of metal oxides),primary producers,aquatic,field,Yes,Yes,community_composition ; biomass,primary_production,community_composition ; biomass,primary_production
Mendonca,386,Noel,2016,Freshwater Science,"Nutrient enrichment and flow regulation impair structure and function of a large river as revealed by aquatic hyphomycete species richness, biomass, and decomposition rates",multiple stressors,Nutrient enrichment; flow,fungi; microbes,aquatic,field,Yes,Yes,fungal abundance ; biomass,decomposition ; fungal sporulation,abundance ; biomass,decomposition ; sporulation
Mendonca,388,Norkko,2015,Ecosystems,Seafloor Ecosystem Function Relationships: In Situ Patterns of Change Across Gradients of Increasing Hypoxic Stress,,Hypoxia,benthic fauna,aquatic,field,Yes,Yes,biomass ; bioturbation potential,nutrient_flux ,biomass ; bioturbation_potential,nutrient_flux
Mendonca,389,Northington,2011,Hydrobiologia,An assessment of structural attributes and ecosystem function in restored Virginia coalfield streams,chemical stressor,Surface mining,Macroinvertebrates,aquatic,field,Yes,Yes,community_composition ,primary_production ; ecosystem respiration ; ammonium uptake,community_composition,primary_production ; ecosystem_respiration ; ammonium_uptake
Mendonca,390,Nurulita,2016,Agriculture Ecosystems & Environment,Restoration of tropical peat soils: The application of soil microbiology for monitoring the success of the restoration process,Restoration,Oil palm plantation coversion to peatland,microbes,terrestrial,field,Yes,Yes,biomass ; Shannon diversity,enzyme_activity,biomass ; Shannon_diversity,enzyme_activity
Mendonca,391,O'Connor,2015,Journal of Ecology,Nutrient enrichment alters the consequences of species loss,multiple stressors,Loss of consumer species and nutrient enrichment,algae,aquatic,field,Yes,Yes,species richness ; biomass,primary_production,richness ; biomass,primary_production
Mendonca,393,Oguma,2015,Ecotoxicology,Evidence for mild sediment Pb contamination affecting leaf-litter decomposition in a lake,chemical stressor,Lead,macrobenthos; microbes,aquatic,field,Yes,Yes,macrobenthos abundance,decomposition,macrobenthos_abundance,decomposition
Mendonca,394,Ossola,2016,Ecosystems,Habitat Complexity Enhances Comminution and Decomposition Processes in Urban Ecosystems,Land use change,Urbanization,microbes and detritivores,terrestrial,field,Yes,Yes,detritivore community_composition ; species richness ; habitat complexity ,decomposition ; respiration,community_composition ; richness ; habitat_complexity,decomposition ; respiration
Mendonca,399,Pascoal,2001,International Review of Hydrobiology,Leaf breakdown rates: A measure of water quality?,chemical stressor,nutrient enrichment,heterotrophic microbes; macroinvertebrates,aquatic,field,Yes,Yes,invertebrate abundance ; species richness ; functional_feeding_group ; biotic indices ; colony-forming units of total heterotrophs,decomposition ; chemical oxygen demand,abundance ; richness ; functional_feeding_group ; biotic_indices ; colony-forming_units_of_total_heterotrophs,decomposition ; chemical_oxygen_demand
Mendonca,400,Pascoal,2003,Freshwater Biology,Assessing structural and functional ecosystem condition using leaf breakdown: studies on a polluted river,chemical stressor,nutrient enrichment,fungi; macroinvertebrates,aquatic,field,Yes,Yes,invertebrate density ; species richness ; functional_feeding_group ; biotic indices ; % oligochaete ; % EPT ; colony-forming units of total heterotrophs ; fungal richness,decomposition ; chemical oxygen demand ; fungal sporulation,density ; richness ; functional_feeding_group ; biotic_indices ; %_oligochaete ; %_EPT ; colony-forming_units_of_total_heterotrophs ; richness,decomposition ; chemical_oxygen_demand ; sporulation
Mendonca,401,Pereira,1998,Pedobiologia,"Leaf litter decomposition in relation to litter physico-chemical properties, fungal biomass, arthropod colonization, and geographical origin of plant species",Biotic stressor,invasive species,fungi; macroinvertebrates,terrestrial,field,Yes,Yes,biomass ; leaf polyphenol ; nitrogenitrogen content,decomposition,biomass ; leaf_polyphenol ; nitrogenitrogen_content,decomposition
Mendonca,402,Pesce,2016,Aquatic Toxicology,Combined effects of drought and the fungicide tebuconazole on aquatic leaf litter decomposition,multiple stressors,drought; fungicide (tebuconazole),microbes; amphipod,aquatic,lab,Yes,Yes,microbial biomass; diversity,decomposition ; enzyme_activity ; amphipod feeding_rate,biomass;_diversity,decomposition ; enzyme_activity ; amphipod_feeding_rate
Mendonca,403,Pestana,2009,Environmental Pollution,Structural and functional responses of benthic invertebrates to imidacloprid in outdoor stream mesocosms,chemical stressor,insecticide (imidacloprid),macroinvertebrates,aquatic,lab,Yes,Yes,abundace ; Simpson diversity ; biotic indices ,decomposition ; feeding_rate ; respiration,abundace ; Simpson_diversity ; biotic_indices,decomposition ; feeding_rate ; respiration
Mendonca,404,Petersen,2009,Aquatic Toxicology,Pyrene toxicity is affected by the nutrient status of a marine sediment community: Implications for risk assessment,multiple stressors,pyrence; sediment nutrient enrichment,"meiofauna, microbes",aquatic,lab,Yes,Yes,algal biomass ; community_composition ; meiofauna community_composition ; algae ; meiofauna diversity,oxygen flux ; nutrient_flux ; algal primary_production ; bacterial protein synthesis ; nutrient_transformation,biomass ; community_composition ; algae ; meiofauna_diversity,oxygen_flux ; nutrient_flux ; primary_production ; protein_synthesis ; nutrient_transformation
Mendonca,405,Petrin,2008,Science of the Total Environment,Diverging effects of anthropogenic acidification and natural acidity on community structure in Swedish streams,chemical stressor,acidification,macroinvertebrates; microbes,aquatic,field,Yes,Yes,invertebrate richness ; abundance ; density ; community_composition,decomposition,richness ; abundance ; density ; community_composition,decomposition
Mendonca,406,Philippot,2008,Fems Microbiology Letters,Effect of primary mild stresses on resilience and resistance of the nitrate reducer community to a subsequent severe stress,multiple stressors,"heat, copper, atrazine, mercury",microbes (nitrate reducers),terrestrial,lab,Yes,Yes,community_composition ,nutrient_transformation,community_composition,nutrient_transformation
Mendonca,409,Pignataro,2012,Applied Soil Ecology,Assessment of soil microbial functional diversity in a coppiced forest system,Forest management,coppicing,microbes,terrestrial,field,Yes,Yes,microbial biomass ; functional_diversity ; eveness,microbial respiration ; enzyme_activity ,biomass ; functional_diversity ; eveness,respiration ; enzyme_activity
Mendonca,411,Piscart,2011,Science of the Total Environment,Leaf litter recycling in benthic and hyporheic layers in agricultural streams with different types of land use,Land use change,agriculture (traditional excessive livestock farming and vineyard),microbes; invertebrates,aquatic,field,Yes,Yes,invetebrate community_composition ; richness ; abundance ; feeding guilds ; EPT ; biomass ,decomposition,community_composition ; richness ; abundance ; feeding_guilds ; EPT ; biomass,decomposition
Mendonca,412,Ponsati,2015,River Research and Applications,Biofilm Responses to Flow Regulation by Dams in Mediterranean Rivers,Hydrology,flow,biofilm,aquatic,field,Yes,Yes,chlorophyll ; total biomass,respiration ; photosynthesis ; enzyme_activity,chlorophyll ; total_biomass,respiration ; photosynthesis ; enzyme_activity
Mendonca,413,Ponsati,2016,Freshwater Biology,Multiple-stressor effects on river biofilms under different hydrological conditions,multiple stressors,"flow, nutrient enrichment, dissolved organic matter, herbicides, insecticides, industrial organic compounds, personal care products, antibiotics, pharmaceuticals",epilithic biofilms,aquatic,field,Yes,Yes,diatom community_composition ; algal biomass ; bacterial density,photosynthesis ; enzyme_activity,community_composition ; biomass ; density,photosynthesis ; enzyme_activity
Mendonca,414,Potthast,2012,Biogeochemistry,Land-use change in a tropical mountain rainforest region of southern Ecuador affects soil microorganisms and nutrient cycling,Land use change,Pasture; abandoned pasture,microbes; plants,terrestrial,field,Yes,Yes,biomass,decomposition ; respiration ; nutrient_cycling ,biomass,decomposition ; respiration ; nutrient_cycling
Mendonca,415,Prado,2010,Marine Ecology Progress Series,"Nutrient status, plant availability and seasonal forcing mediate fish herbivory in temperate seagrass beds",chemical stressor,Eutrophication,"primary producers (seagrass, epiphytes, macroalgae)",aquatic,field,Yes,Yes,biomass ; nitrogen content ; leaf area,Leaf growth ; herbivory ,biomass ; nitrogen_content ; leaf_area,Leaf_growth ; herbivory
Mendonca,417,Pratt,1997,Ecological Applications,Predicting the ecological effects of herbicides,Pesticide,Atrazine; diquat,microbes,aquatic,lab,Yes,Yes,Species richness ; biomass,primary_production ; respiration ; nutrient_cycling ; microbial electron transport activity,richness ; biomass,primary_production ; respiration ; nutrient_cycling ; electron_transport_activity
Mendonca,418,Proia,2011,Science of the Total Environment,Resistance and recovery of river biofilms receiving short pulses of Triclosan and Diuron,chemical stressor,Diuron (herbicide); Triclosan (bactericide),biofilms,aquatic,lab,Yes,Yes,chlorophyll density ; diatom community_composition ; bacterial density,phosphate uptake ; enzyme_activity ; survival rate ; diatom growth rate,chlorophyll_density ; community_composition ; density,phosphate_uptake ; enzyme_activity ; survival_rate ; diatom_growth_rate
Mendonca,419,Proia,2013,Environmental Pollution,Effects of pesticides and pharmaceuticals on biofilms in a highly impacted river,chemical stressor,Pharmaceutical and pesticide,biofilms,aquatic,lab,Yes,Yes,Chlorophyll; chlorophyll density,enzyme_activity ; phosphorus uptake ; photosynthetic efficiency and capacity,Chlorophyll;_chlorophyll_density,enzyme_activity ; phosphorus_uptake ; photosynthetic_efficiency_and_capacity
Mendonca,420,Puglisi,2012,Microbial Ecology,Impact of Fungicides on the Diversity and Function of Non-target Ammonia-Oxidizing Microorganisms Residing in a Litter Soil Cover,Fungicide,penconazole; cyprodinil,microbes (ammonia-oxidizing bacteria and archaea),terrestrial,lab,Yes,Yes,microbial community_composition ,nutrient_transformation,community_composition,nutrient_transformation
Mendonca,422,Qasemian,2014,Science of the Total Environment,How do microlocal environmental variations affect microbial activities of a Pinus halepensis litter in a Mediterranean coastal area?,Polycyclic aromatic hydrocarbon,anthracene,microbes,terrestrial,lab,Yes,Yes,microbial community_composition ; functional_diversity,enzyme_activity ; decomposition,community_composition ; functional_diversity,enzyme_activity ; decomposition
Mendonca,424,Qi,2011,Plant and Soil,Effects of livestock grazing intensity on soil biota in a semiarid steppe of Inner Mongolia,Land use change,Grazing (livestock),microbes,terrestrial,field,Yes,Yes,microbial biomass ; community_composition ; functional_diversity ; abundance,basal respiration,biomass ; community_composition ; functional_diversity ; abundance,basal_respiration
Mendonca,425,Quested,2007,Functional Ecology,Plant traits relate to whole-community litter quality and decomposition following land use change,Land use change,grassland management,plants,terrestrial,field,Yes,Yes,plant community_composition ; functional parameters ; litter quality,decomposition,community_composition ; functional_parameters ; litter_quality,decomposition
Mendonca,426,Ramsey,2005,Ecology Letters,Relationship between communities and processes; new insights from a field study of a contaminated ecosystem,chemical stressor,mine waste,microbes; plants,terrestrial,field,Yes,Yes,biomass ; microbial diversity ; abundance ; richness,soil respiration,biomass ; diversity ; abundance ; richness,soil_respiration
Mendonca,427,Rantalainen,2006,Science of the Total Environment,Lead contamination of an old shooting range affecting the local ecosystem - A case study with a holistic approach,Metals,lead,"Microbes; invertebrates (worms, mites and collembolans); plants",terrestrial,Field,Yes,Yes,Microbial biomass ; biomass ; community_composition ; biomass ; abundance ; DBH ; tree density ; community_composition,Basal respiration ; tree growth ; litter production,biomass ; community_composition ; abundance ; DBH ; tree_density ; community_composition,Basal_respiration ; tree_growth ; litter_production
Mendonca,430,Riah,2015,Applied Soil Ecology,Soil microbial community structure and function relationships: A heat stress experiment,Physical stress,heat stress,microbes,terrestrial,lab,Yes,Yes,biomass ; abundance ; bacterial community_composition ; relative abundance,enzyme_activity,biomass ; abundance ; community_composition ; relative_abundance,enzyme_activity
Mendonca,431,Rico,2014,Aquatic Toxicology,Effects of the antibiotic enrofloxacin on the ecology of tropical eutrophic freshwater microcosms,Pharmaceuticals,enrofloxacin (antibiotic),invertebrates; zooplankton; phytoplankton; periphyton; bacteria,aquatic,lab,Yes,Yes,bacterial community_composition; chlorophyll; phytoplankton density; zooplankton community_composition; abundance; density; invertebrate community_composition,decomposition ; nutrient_transformation,community_composition ; chlorophyll ; phytoplankton_density ; community_composition;_abundance;_densitycommunity_composition,decomposition ; nutrient_transformation
Mendonca,432,Rochelle-Newall,2008,Aquatic Microbial Ecology,Zinc induces shifts in microbial carbon flux in tropical coastal environments,Metals,zinc,microbes,aquatic,lab,Yes,Yes,chlorophyll ; phytoplakton abundance ; community_composition ; pigment concentration,primary_production ; bacterial production and respiration,chlorophyll ; phytoplakton_abundance ; community_composition ; pigment_concentration,primary_production ; production_and_respiration
Mendonca,434,Rosa,2013,Environmental Pollution,Impacts of fish farm pollution on ecosystem structure and function of tropical headwater streams,chemical stressor,Fish farm effluent (nutrient enrichment),benthic invertebrates,aquatic,field,Yes,Yes,invertebrate density ; taxa richness ; invertebrate community_composition,respiration ; primary_production ; nitrate uptake,density ; taxa_richness ; community_composition,respiration ; primary_production ; nitrate_uptake
Mendonca,436,Rotter,2013,Journal of Applied Ecology,Multiple stressors in periphyton - comparison of observed and predicted tolerance responses to high ionic loads and herbicide exposure,multiple stressors,ionic load; herbicide,periphyton,aquatic,lab,Yes,Yes,biomass ; algal class ; diatom composition,pollution-induced community tolerance,biomass ; class ; diatom_composition,pollution-induced_community_tolerance
Mendonca,438,Rutigliano,2014,European Journal of Soil Biology,Effect of biochar addition on soil microbial community in a wheat crop,chemical stressor,biochar,microbes,terrestrial,field,Yes,Yes,microbial biomass ; functional_diversity ; bacterial genetic diversity,enzyme_activity ; respiration,biomass ; functional_diversity ; genetic_diversity,enzyme_activity ; respiration
Mendonca,440,Salminen,1996,Biology and Fertility of Soils,Effects of pentachlorophenol in forest soil: A microcosm experiment for testing ecosystem responses to anthropogenic stress,chemical stressor,sodium pentachlorophenate,microbes; plants; invertebrates,terrestrial,lab,Yes,Yes,biomass,respiration ; leaching ; plant growth,biomass,respiration ; leaching ; plant_growth
Mendonca,441,Salminen,1997,Applied Soil Ecology,Regulation of decomposer community structure and decomposition processes in herbicide stressed humus soil,Herbicide,terbuthylazine,microbes; nematodes; tardigrade; mites;,terrestrial,lab,Yes,Yes,invertebrate community_composition ; biomass,nutrient_transformation ; respiration ; decomposition ; predation,community_composition ; biomass,nutrient_transformation ; respiration ; decomposition ; predation
Mendonca,442,Saloni,2015,Marine Pollution Bulletin,Impacts of multiple stressors during the establishment of fouling assemblages,multiple stressors,copper; freshwater input,invertebrates; macroalgae,aquatic,field,Yes,Yes,biomass ; community_composition,respiration,biomass ; community_composition,respiration
Mendonca,444,Sanchez,2009,Annales De Limnologie-International Journal of Limnology,Effects of wastewater treatment plant pollution on in-stream ecosystems functions in an agricultural watershed,Wastewater effluent,nutrient enrichment,microbes; invertebrate,aquatic,field,Yes,Yes,biomass ; density,primary_production ; respiration ; nitrogen and phosphorus uptake,biomass ; density,primary_production ; respiration ; nitrogen_and_phosphorus_uptake
Mendonca,447,Sangiorgio,2007,International Review of Hydrobiology,"Effect of drought frequency and other reach characteristics on invertebrate communities and litter breakdown in the intermittent Mediterranean river Pula (Sardinia, Italy)",Drought,,invertebrates,aquatic,field,Yes,Yes,invertebrate community_composition ; species richness,decomposition,community_composition ; richness,decomposition
Mendonca,448,Sangiorgio,2010,Hydrobiologia,How can habitat size influence leaf litter decomposition in five mid-Appalachian springs (USA)? The importance of the structure of the detritivorous guild,Habitat size,ecosystem surface area,invertebrates,aquatic,field,Yes,Yes,invertebrate community_composition ; ecological guilds ; species richness,decomposition,community_composition ; ecological_guilds ; richness,decomposition
Mendonca,449,Sanon,2009,Fems Microbiology Ecology,"Changes in soil diversity and global activities following invasions of the exotic invasive plant, Amaranthus viridis L., decrease the growth of native sahelian Acacia species",Invasive species,Amaranthus viridis,microbes; plants,terrestrial,field; lab,Yes,Yes,microbial community_composition ; density ; diversity ; abundance,seedling growth ; rhizobial growth ; micorrhizal growth ; enzyme_activity,community_composition ; density ; diversity ; abundance,seedling_growth ; rhizobial_growth ; micorrhizal_growth ; enzyme_activity
Mendonca,452,Schafer,2007,Science of the Total Environment,Effects of pesticides on community structure and ecosystem functions in agricultural streams of three biogeographical regions in Europe,chemical stressor,pesticide,invertebrates; microbes,aquatic,field,Yes,Yes,invertebrate community_composition ; trait-based classification ; relative abundance,decomposition,community_composition ; trait-based_classification ; relative_abundance,decomposition
Mendonca,454,Schultheis,1997,Hydrobiologia,Structural and functional responses of stream insects to copper pollution,Metal,copper,benthic invertebrates,aquatic,field,Yes,Yes,species richness ; abundance ; community_composition,decomposition,richness ; abundance ; community_composition,decomposition
