REV,ACC,AUT,YEAR,JOUR,TITLE,STRESS_CLASS,STRESS_EXACT,RECEPT,AQUA_TERR,SYSTEM,STR_MEAS,FUN_MEAS,STR_VAR,STR_VAR
Harrison,312,Knelman,2015,Soil Biology & Biochemistry,"Fire severity shapes plant colonization effects on bacterial community structure, microbial biomass, and soil enzyme activity in secondary succession of a burned forest",Fire,Fire severity,microbes,terrestrial,,Yes,Yes,biomass; microbial community composition,enzyme activity
Harrison,313,Kohler,2005,Plant and Soil,Soil microbial community changes in wooded mountain pastures due to simulated effects of cattle grazing,Land use change,Grazing - cattle,microbes,terrestrial,field,Yes,No,biomass; plant diversity; microbial community functional composition,
Harrison,315,Kools,2008,Science of the Total Environment,Stress responses investigated; application of zinc and heat to Terrestrial Model Ecosystems from heavy metal polluted grassland,chemical stressor,Metals (Zn; Pb; Cu),bacteria; nematodes; enchytraeids; earthworms,terrestrial,lab,Yes,Yes,biomass,N leaching; feeding activity; plant growth; respiration 
Harrison,316,Kools,2009,Ecotoxicology and Environmental Safety,Assessment of structure and function in metal polluted grasslands using Terrestrial Model Ecosystems,chemical stressor,Metals (Zn; Pb; Cu),bacteria; nematodes; enchytraeids; earthworms,terrestrial,lab,Yes,Yes,diversity; biomass,respiration; plant growth; decomposer activity
Harrison,317,Kreutzweiser,2004,Aquatic Toxicology,Some ecological implications of a neem (azadirachtin) insecticide disturbance to zooplankton communities in forest pond enclosures,chemical stressor,Insecticide (Neemix or azadirachtin),zooplankton,aquatic,field,Yes,Yes,biomass; richness; trophic levels;,community respiration; predator-prey-competition interactions
Harrison,318,Lafabrie,2013,Estuarine Coastal and Shelf Science,"Impact of contaminated-sediment resuspension on phytoplankton in the Biguglia lagoon (Corsica, Mediterranean Sea)",chemical stressor,Metals; PAHs; Resuspension,phytoplankton,aquatic,field,Yes,Yes,biomass,growth; photosynthesis; inhibition
Harrison,320,Lambert,2016,Environmental Pollution,Temperature modulates phototrophic periphyton response to chronic copper exposure,chemical stressor,Copper; Temperature,periphyton,aquatic,,Yes,Yes,biomass; algal group; diatomic composition,photosynthesis
Harrison,321,Larson,2007,Aquatic Microbial Ecology,Combined effects of an antifouling biocide and nutrient status on a shallow-water microbenthic community,chemical stressor,Biocide copper pyrithione; Nutrients,microbenthos,aquatic,,Yes,Yes,biomass; diversity,ammonification; denutrient transformation
Harrison,322,Le,2006,Aquatic Toxicology,Effect of copper sulphate treatment on natural phytoplanktonic communities,chemical stressor,Copper sulphate,phytoplankton,aquatic,lab,Yes,No,biomass; diversity; community composition,
Harrison,323,Lecerf,2010,Forest Ecology and Management,Litter decomposition can detect effects of high and moderate levels of forest disturbance on stream condition,Land use change,Deforestation,macroinvertebrates; fungi,aquatic,field,Yes,Yes,community composition; biomass,decomposition
Harrison,324,Lecerf,2006,Archiv Fur Hydrobiologie,Assessment of functional integrity of eutrophic streams using litter breakdown and benthic macroinvertebrates,chemical stressor,Nutrients (eutrophication),macroinvertebrates,aquatic,field,Yes,Yes,richness; diversity; various assemblage endpoints,decomposition
Harrison,326,Leeuwangh,1994,Human & Experimental Toxicology,An evaluation of 4 types of fresh-water model ecosystem for assessing the hazard of pesticides,chemical stressor,Pesticide (chlorpyrifos),algae; D. magna; bacteria,aquatic,lab,Yes,Yes,taxa abundance; biomass,algal growth; decomposition
Harrison,327,Leflaive,2015,Environmental Science and Pollution Research,Community structure and nutrient level control the tolerance of autotrophic biofilm to silver contamination,chemical stressor,Silver; Phosphorous,biofilms,aquatic,,Yes,Yes,community composition; function diversity,photosynthesis
Harrison,328,LeRoy,2014,Fundamental and Applied Limnology,Indirect influences of a major drought on leaf litter quality and decomposition in a southwestern stream,Climate change,Dought,macroinvertebrates,aquatic,field,Yes,Yes,community composition;,decomposition
Harrison,331,Li,2015,Applied Soil Ecology,Soil microbial community structure and function are significantly affected by long-term organic and mineral fertilization regimes in the North China Plain,chemical stressor,Nutrients,microbes,terrestrial,field,Yes,Yes,biomass; community composition,enzyme activity
Harrison,332,Li,2016,Journal of Environmental Sciences,Copper pollution decreases the resistance of soil microbial community to subsequent dry-rewetting disturbance,chemical stressor,Copper & re-wetting disturbance,microbes,terrestrial,lab,Yes,Tes,community composition,respiration
Harrison,333,Li,2014,Microbial Ecology,Initial Copper Stress Strengthens the Resistance of Soil Microorganisms to a Subsequent Copper Stress,chemical stressor,Copper,microbes,terrestrial,lab,Yes,Yes,community composition; functional groups; abundance,respiration; nutrient transformation rate
Harrison,334,Li,2006,Plant and Soil,"Changes in soil microbial community associated with invasion of the exotic weed, Mikania micrantha HBK",Invasive species,Weed (Mikania micrantha),microbes,terrestrial,,Yes,Yes,community composition;,enzyme activity
Harrison,335,Liao,2007,Ecotoxicology and Environmental Safety,"Effect of heavy metals on substrate utilization pattern, biomass, and activity of microbial communities in a reclaimed mining wasteland of red soil area",chemical stressor,Metals,microbes,terrestrial,,Yes,Yes,biomass; community composition; functional diversity,respiration; metabolism
Harrison,337,Liu,2013,Environmental Earth Sciences,"The effect of long-term reclamation on enzyme activities and microbial community structure of saline soil at Shangyu, China",Land use change; chemical stressor,salinity,microbes,terrestrial,,Yes,Yes,community composition,enzyme activity; carbon utilization
Harrison,339,Lorenz,2006,Soil Biology & Biochemistry,Response of microbial activity and microbial community composition in soils to long-term arsenic and cadmium exposure,chemical stressor,Arsenic; Cadmium,microbes,terrestrial,field,Yes,Yes,community composition,enzyme activity
Harrison,340,Lottig,2007,Limnology and Oceanography,Flooding and arsenic contamination: Influences on ecosystem structure and function in an Appalachian headwater stream,chemical stressor,Arsenic; Flooding,microbes,aquatic,field,Yes,Yes,biomass,P uptake; P sorption
Harrison,341,Lu,2014,Pedosphere,Soil Microbial Activities in Beech Forests Under Natural Incubation Conditions as Affected by Global Warming,Climage change,Warming,microbes,terrestrial,field,Yes,Yes,biomass,respiration; metabolic quotient; enzyme activity
Harrison,342,Lucas,2013,Journal of Applied Microbiology,Structural and functional study in the rhizosphere of Oryza sativa L. plants growing under biotic and abiotic stress,chemical stressor,Salinity,rhiosphere bacteria,terrestrial,field,Yes,Yes,metabolic diversity; diversity; bacterial structure; functional diversity,siderophores production;
Harrison,343,Lucisine,2015,Science of the Total Environment,Litter chemistry prevails over litter consumers in mediating effects of past steel industry activities on leaf litter decomposition,chemical stressor,metals,microbes,terrestrial,field,Yes,Yes,biomass; mesofauna abundance; macrofauna community composition,decomposition
Mendonca,344,Luna,2016,Applied Soil Ecology,The combination of quarry restoration strategies in semiarid climate induces different responses in biochemical and microbiological soil properties,Mining,Mined-soil restoration strategies (organic amendments),plants; bacteria; fungi,terrestrial,field,Yes,Yes,biomass; microbial community composition; genetic structure,Respiration; enzyme activity
Mendonca,346,Macdonald,2009,Soil Biology & Biochemistry,"Physiological, biochemical and molecular responses of the soil microbial community after afforestation of pastures with Pinus radiata",Land use change change,Afforestation,microbes,terrestrial,field,Yes,Yes,biomass; microbial community composition,respiration; C-substrate utilization
Mendonca,347,Magbanua,2013,Water Research,Understanding the combined influence of fine sediment and glyphosate herbicide on stream periphyton communities,chemical stressor,Pesticide; fine sediment,periphyton,aquatic,lab,Yes,No,richness; evenness,NA
Mendonca,348,Magbanua,2013,Freshwater Biology,Individual and combined effects of fine sediment and the herbicide glyphosate on benthic macroinvertebrates and stream ecosystem function,chemical stressor,Pesticide; fine sediment,macroinvertebrates; microbes,aquatic,lab,Yes,Yes,macroinvertebrate density; richness; Simpson's diversity and evenness; EPT richness & density; NZ macroinvert community index; body size; biological traits ,decomposition
Mendonca,349,Malchair,2010,Soil Biology & Biochemistry,"Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands?",Climate change,Warming; plant diversity,microbes,terrestrial,field,Yes,Yes,community composition; richness,potential nutrient transformation; respiration
Mendonca,350,Maltby,1991,Water Research,The effect of coal-mine effluent on fungal assemblages and leaf breakdown,chemical stressor,coal-mine effluent,fungi,aquatic,field,Yes,Yes,community composition,decomposition
Mendonca,351,Maltby,2002,Environmental Toxicology and Chemistry,"Evaluation of the Gammarus pulex in situ feeding assay as a biomonitor of water quality: Robustness, responsiveness, and relevance",chemical stressor,point-source discharge (multiple contaminants),macroinvertebrates,aquatic,field,Yes,Yes,community composition,feeding rate
Mendonca,353,Martinez-Arroyo,1999,Revista De Biologia Tropical,Photosynthetic responses of phytoplankton in a thermically polluted coastal zone of the Gulf of Mexico,,Light; temperature,phytoplankton,aquatic,field,Yes,Yes,community composition,photosynthesis
Mendonca,354,Martins,2015,Freshwater Science,"Leaf-litter breakdown in urban streams of Central Amazonia: direct and indirect effects of physical, chemical, and biological factors",,Urbanization,microbes,aquatic,field,Yes,Yes,biomass ,decomposition
Mendonca,355,Masese,2014,Ecological Indicators,Litter processing and shredder distribution as indicators of riparian and catchment influences on ecological health of tropical streams,Land use change change; invasive species,Water quality; leaf quality,invertebrates; microbes,aquatic,field,Yes,Yes,invertebrate functional feeding groups,leaf litter breakdown
Mendonca,356,Matos,2016,Water Air and Soil Pollution,Structural and Functional Responses of Macrobenthic Communities to Mercury Contamination,chemical stressor,Mercury,macrobenthos,aquatic,field,Yes,Yes,biomass; species richness,secondary production
Mendonca,358,Mayor,2013,Plos One,Metal-Macrofauna Interactions Determine Microbial Community Structure and Function in Copper Contaminated Sediments,chemical stressor,Copper; bioturbation,microbes,aquatic,lab,Yes,Yes,biomass; community composition; fatty acid isotopic composition,nutrient release from sediment 
Mendonca,359,McCormick,2004,Hydrobiologia,Changes in macroinvertebrate community structure and function along a phosphorus gradient in the Florida Everglades,chemical stressor,Phosphorus,macroinvertebrates,aquatic,field,Yes,No,richness; diversity; species composition; functional group composition,NA
Mendonca,360,McDaniel,2016,Ecosphere,Eleven years of crop diversification alters decomposition dynamics of litter mixtures incubated with soil,Land use change change,Agricultural crop rotation,microbes,terrestrial,lab,Yes,Yes,biomass,decomposition
Mendonca,361,McFarland,2013,Soil Biology & Biochemistry,Extreme CO2 disturbance and the resilience of soil microbial communities,Climate change,Increased CO2 concentrations,microbes,terrestrial,field,Yes,No,biomass; community composition,NA
Mendonca,362,McKee,2000,Restoration Ecology,Restoration of biogeochemical function in mangrove forests,Restoration,Salinity; waterlogging; hydrology,plants; microbes (?),aquatic,field,Yes,Yes,community composition; basal area; tree density and height; species frequency,root and leaf decomposition ; primary production; leaf fall; root production
Mendonca,363,McKie,2009,Freshwater Biology,Assessing ecosystem functioning in streams affected by forest management: increased leaf decomposition occurs without changes to the composition of benthic assemblages,Forest management,Clearcutting,macroinvertebrates; microbes,terrestrial,field,Yes,Yes,biomass; functional guild,leaf decomposition
Mendonca,364,McKie,2006,Journal of Applied Ecology,Mitigation or disturbance? Effects of liming on macroinvertebrate assemblage structure and leaf-litter decomposition in the humic streams of northern Sweden,chemical stressor,Liming,macroinvertebrates; microbes,aquatic,field,Yes,Yes,community composition; species richness; evenness; diversity,leaf decomposition
Mendonca,365,Mensens,2015,Oikos,Stressor-induced biodiversity gradients: revisiting biodiversity-ecosystem functioning relationships,chemical stressor,Atrazine,marine benthic diatoms,aquatic,lab,Yes,Yes,evenness,primary production; energy content; sediment stabilization
Mendonca,368,Migne,2015,Marine Biology,Effect of canopy removal on a rocky shore community metabolism and structure,Land use change change,Canopy removal,rocky shore community (algae; invertebrates),aquatic,field,Yes,Yes,species richness; biomass,net primary production; gross primary production; respiration
Mendonca,369,Militon,2010,Fems Microbiology Ecology,Bacterial community changes during bioremediation of aliphatic hydrocarbon-contaminated soil,chemical stressor,hydrocarbon; oxygen biostimulation,microbes,terrestrial,lab,Yes,No,community diversity; species richness,NA
Mendonca,371,Monard,2011,Isme Journal,Relationship between bacterial diversity and function under biotic control: the soil pesticide degraders as a case study,Biotic stressor,earthworms,bacteria,terrestrial,lab,Yes,Yes,bacterial diversity ,atrazine degradation
Mendonca,372,Montuelle,2010,Hydrobiologia,The periphyton as a multimetric bioindicator for assessing the impact of land use on rivers: an overview of the ArdiSres-Morcille experimental watershed (France),Land use change change,intense agriculture (vineyards),biofilm,aquatic,field,Yes,Yes,biomass; community composition,cellulose degradation; amino acid degradation; respiration; pesticide  degradation; photosynthetic assimilation 
Mendonca,373,Moreno,2016,Limnetica,Planktonic metabolism in a Mediterranean reservoir during a near-surface cyanobacterial bloom,Biotic stressor,cyanobacterial bloom,phytoplankton,aquatic,field,Yes,Yes,community composition; biomass ,gross primary production; net primary production; respiration
Mendonca,374,Mrowicki,2016,Journal of Ecology,Temporal variability of a single population can determine the vulnerability of communities to perturbations,multiple stressors,consumer temporal variability; sedimentation,algae,aquatic,field,Yes,No,biomass; species richness; Simpson's evenness,NA
Mendonca,375,Murray,2013,Marine Pollution Bulletin,Consequences of a simulated rapid ocean acidification event for benthic ecosystem processes and functions,chemical stressor,Metals,microbes; plants; invertebrates,terrestrial,field; lab,Yes,Yes,plant diversity; community composition,respiration; nutrient transformation; phytoaccumulation
Mendonca,376,Murray,2000,Environmental Pollution,Evaluating three trace metal contaminated sites: a field and laboratory investigation,chemical stressor,Acidification,brittlestar,aquatic,lab,No,Yes,NA,nutrient cycling 
Mendonca,377,Mustonen,2016,Ecological Applications,Sediments and flow have mainly independent effects on multitrophic stream communities and ecosystem functions,Physical stressor,Flow and sedimentation,fungi; invertebrates,aquatic,field,Yes,Yes,community composition; biomass,leaf decomposition
Mendonca,379,Navarro,2008,Limnology and Oceanography,Increased tolerance to ultraviolet radiation (UVR) and cotolerance to cadmium in UVR-acclimatized freshwater periphyton,multiple stressors,UV; cadmium,periphyton,aquatic,lab,Yes,Yes,species richness; biomass,primary production
Mendonca,380,Ndour,2008,Biology and Fertility of Soils,Impact of irrigation water quality on soil nitrifying and total bacterial communities,chemical stressor,irrigarion regime (groundwater vs. wastewater),microbes,terrestrial,field,Yes,Yes,community composition; biomass,microbial activity 
Mendonca,381,Ng,2014,Applied Soil Ecology,Does altered rainfall regime change pesticide effects in soil? A terrestrial model ecosystem study from Mediterranean Portugal on the effects of pyrimethanil to soil microbial communities under extremes in rainfall,multiple stressors,pesticide; rainfall,microbes,terrestrial,lab,Yes,Yes,community composition; species richness,potential nutrient transformation; extracellular activity
Mendonca,382,Ng,2015,Soil Biology & Biochemistry,Do organic inputs alter resistance and resilience of soil microbial community to drying?,multiple stressors,compost application; rain regimes,microbes; plants,terrestrial,lab,Yes,Yes,biomass; biomass C; N and P; microbial PLFA; N and P soil ocntent,microbial activity 
Mendonca,383,Niemeyer,2012,Ecotoxicology and Environmental Safety,Functional and structural parameters to assess the ecological status of a metal contaminated area in the tropics,chemical stressor,Metals,microbes; invertebrates; plants,terrestrial,field,Yes,Yes,community composition for plants and invertebrates; biomass C,microbial activity ; basal respiration; feeding activity 
Mendonca,384,Niyogi,2013,Ecological Indicators,Organic matter breakdown as a measure of stream health in New Zealand streams affected by acid mine drainage,chemical stressor,Mine drainage (low pH; dissolved metals; deposition of metal oxides),,aquatic,field; lab,Yes,Yes,invertebrate community composition,organic matter breakdown; microbial respiration
Mendonca,385,Niyogi,2002,Ecosystems,"Effects of stress from mine drainage on diversity, biomass, and function of primary producers in mountain streams",chemical stressor,Mine drainage (low pH; dissolved metals; deposition of metal oxides),primary producers,aquatic,field,Yes,Yes,community composition; biomass,primary production
Mendonca,386,Noel,2016,Freshwater Science,"Nutrient enrichment and flow regulation impair structure and function of a large river as revealed by aquatic hyphomycete species richness, biomass, and decomposition rates",multiple stressors,Nutrient enrichment; flow,fungi; microbes,aquatic,field,Yes,Yes,fungal abundance; biomass,leaf decomposition; fungal sporulation
Mendonca,388,Norkko,2015,Ecosystems,Seafloor Ecosystem Function Relationships: In Situ Patterns of Change Across Gradients of Increasing Hypoxic Stress,,Hypoxia,benthic fauna,aquatic,field,Yes,Yes,biomass; and bioturbation potential,nutrient flux 
Mendonca,389,Northington,2011,Hydrobiologia,An assessment of structural attributes and ecosystem function in restored Virginia coalfield streams,chemical stressor,Surface mining,Macroinvertebrates,aquatic,field,Yes,Yes,community composition ,gross primary production; ecosystem respiration; ammonium uptake
Mendonca,390,Nurulita,2016,Agriculture Ecosystems & Environment,Restoration of tropical peat soils: The application of soil microbiology for monitoring the success of the restoration process,Restoration,Oil palm plantation coversion to peatland,microbes,terrestrial,field,Yes,Yes,biomass; Shannon diversity,CLPP ; extracellular enzymes 
Mendonca,391,O'Connor,2015,Journal of Ecology,Nutrient enrichment alters the consequences of species loss,multiple stressors,Loss of consumer species and nutrient enrichment,algae,aquatic,field,Yes,Yes,species richness; biomass,primary production
Mendonca,393,Oguma,2015,Ecotoxicology,Evidence for mild sediment Pb contamination affecting leaf-litter decomposition in a lake,chemical stressor,Lead,macrobenthos; microbes,aquatic,field,Yes,Yes,macrobenthos abundance,decomposition
Mendonca,394,Ossola,2016,Ecosystems,Habitat Complexity Enhances Comminution and Decomposition Processes in Urban Ecosystems,Land use change change,Urbanization,microbes and detritivores,terrestrial,field,Yes,Yes,detritivore community composition and species richness; habitat complexity ,decomposition; communition
Mendonca,398,Pascault,2014,Fems Microbiology Ecology,A high-throughput sequencing ecotoxicology study of freshwater bacterial communities and their responses to tebuconazole,chemical stressor,pesticide (tebuconazole),bacteria,aquatic,lab,Yes,No,bacterial community composition and composition; OTU richness; Shannon; Sorensen; Bray-Curtis; Chao1 diversity indices; relative abundance; OTU phylogeny,NA
Mendonca,399,Pascoal,2001,International Review of Hydrobiology,Leaf breakdown rates: A measure of water quality?,chemical stressor,nutrient enrichment,heterotrophic microbes; macroinvertebrates,aquatic,field,Yes,Yes,"macroinvertebrate abundance, species richness, functional feeding groups, biotic indices; colony-forming units of total heterotrophs",leaf breakdown; chemical oxygen demand
Mendonca,400,Pascoal,2003,Freshwater Biology,Assessing structural and functional ecosystem condition using leaf breakdown: studies on a polluted river,chemical stressor,nutrient enrichment,fungi; macroinvertebrates,aquatic,field,Yes,Yes,"macroinvertebrate density, species richness, functional feeding groups, biotic indices, % oligochaete, % EPT; colony-forming units of total heterotrophs; fungal richness",leaf breakdown; chemical oxygen demand; fungal sporulation
Mendonca,401,Pereira,1998,Pedobiologia,"Leaf litter decomposition in relation to litter physico-chemical properties, fungal biomass, arthropod colonization, and geographical origin of plant species",Biotic stressor,invasive species,fungi; macroinvertebrates,terrestrial,field,Yes,Yes,biomass; leaf polyphenol and N content,decomposition
Mendonca,402,Pesce,2016,Aquatic Toxicology,Combined effects of drought and the fungicide tebuconazole on aquatic leaf litter decomposition,multiple stressors,drought; fungicide (tebuconazole),microbes; amphipod,aquatic,lab,Yes,Yes,"microbial biomass, diversity",leaf litter decomposition; extracellular enzymatic potential; ampihopod feeding rate
Mendonca,403,Pestana,2009,Environmental Pollution,Structural and functional responses of benthic invertebrates to imidacloprid in outdoor stream mesocosms,chemical stressor,insecticide (imidacloprid),macroinvertebrates,aquatic,lab,Yes,Yes,"abundace, Simpson diversity, biotic indices ",leaf litter decomposition; feeding rate; respiration
Mendonca,404,Petersen,2009,Aquatic Toxicology,Pyrene toxicity is affected by the nutrient status of a marine sediment community: Implications for risk assessment,multiple stressors,pyrence; sediment nutrient enrichment,"meiofauna, microbes",aquatic,lab,Yes,Yes,algal biomass and community composition; meiofauna community composition; algae and meiofauna diversity,oxygen and nutrient fluxes; algal primary production; bacterial protein synthesis; potential denutrient transformation
Mendonca,405,Petrin,2008,Science of the Total Environment,Diverging effects of anthropogenic acidification and natural acidity on community structure in Swedish streams,chemical stressor,acidification,macroinvertebrates; microbes,aquatic,field,Yes,Yes,"macroinvertebrate richness, abundance, density, community composition",leaf litter decomposition
Mendonca,406,Philippot,2008,Fems Microbiology Letters,Effect of primary mild stresses on resilience and resistance of the nitrate reducer community to a subsequent severe stress,multiple stressors,"heat, copper, atrazine, mercury",microbes (nitrate reducers),terrestrial,lab,Yes,Yes,community composition ,potential nitrate reduction
Mendonca,408,Piggott,2015,Journal of Applied Ecology,Multiple stressors and stream ecosystem functioning: climate warming and agricultural stressors interact to affect processing of organic matter,multiple stressors,"nutrient enrichment, sedimentation, temperature",microbes,aquatic,lab,No,Yes,NA,leaf decomposition
Mendonca,409,Pignataro,2012,Applied Soil Ecology,Assessment of soil microbial functional diversity in a coppiced forest system,Forest management,coppicing,microbes,terrestrial,field,Yes,Yes,"microbial biomass C, functional diversity and eveness","microbial basal and cumulative respiration, enzyme activity "
Mendonca,411,Piscart,2011,Science of the Total Environment,Leaf litter recycling in benthic and hyporheic layers in agricultural streams with different types of land use,Land use change change,agriculture (traditional excessive livestock farming and vineyard),microbes; invertebrates,aquatic,field,Yes,Yes,"invetebrate community composition, richness, abundance, feeding guilds, EPT; biomass ",leaf litter breakdown
Mendonca,412,Ponsati,2015,River Research and Applications,Biofilm Responses to Flow Regulation by Dams in Mediterranean Rivers,Hydrology ,flow,biofilm,aquatic,field,Yes,Yes,"chlorophyll a , total biomass","respiration, photosynthesis, enzyme activity"
Mendonca,413,Ponsati,2016,Freshwater Biology,Multiple-stressor effects on river biofilms under different hydrological conditions,multiple stressors,"flow, nutrients, dissolved organic matter, herbicides, insecticides, industrial organic compounds, personal care products, antibiotics, pharmaceuticals",epilithic biofilms,aquatic,field,Yes,Yes,"diatom community composition, algal biomass, bacterial density",photosynthesis; enzyme activity
Mendonca,414,Potthast,2012,Biogeochemistry,Land-use change in a tropical mountain rainforest region of southern Ecuador affects soil microorganisms and nutrient cycling,Land use change change,Pasture; abandoned pasture,microbes; plants,terrestrial,field,Yes,Yes,biomass; biomass,Litter decomposition; respiration; nutrient cycling 
Mendonca,415,Prado,2010,Marine Ecology Progress Series,"Nutrient status, plant availability and seasonal forcing mediate fish herbivory in temperate seagrass beds",chemical stressor,Eutrophication,"primary producers (seagrass, epiphytes, macroalgae)",aquatic,field,Yes,Yes,biomass; N content; leaf area,Leaf growth; herbivory 
Mendonca,417,Pratt,1997,Ecological Applications,Predicting the ecological effects of herbicides,Pesticide,Atrazine; diquat,microbes,aquatic,lab,Yes,Yes,Species richness; biomass,Primary production; respiration; nutrient cycling ; microbial electron transport activity
Mendonca,418,Proia,2011,Science of the Total Environment,Resistance and recovery of river biofilms receiving short pulses of Triclosan and Diuron,chemical stressor,Diuron (herbicide); Triclosan (bactericide),biofilms,aquatic,lab,Yes,Yes,"Chlorophyll a density, diatom community composition; bacterial density",Phosphate uptake; enzyme activity; mortality; diatom growth rate
Mendonca,419,Proia,2013,Environmental Pollution,Effects of pesticides and pharmaceuticals on biofilms in a highly impacted river,chemical stressor,Pharmaceutical and pesticide,biofilms,aquatic,lab,Yes,Yes,Chlorophyll; chlorophyll a density,enzyme activity; phosphorus uptake; photosynthetic efficiency and capacity
Mendonca,420,Puglisi,2012,Microbial Ecology,Impact of Fungicides on the Diversity and Function of Non-target Ammonia-Oxidizing Microorganisms Residing in a Litter Soil Cover,Fungicide,penconazole; cyprodinil,microbes (ammonia-oxidizing bacteria and archaea),terrestrial,lab,Yes,Yes,microbial community composition ,Potential nutrient transformation
Mendonca,422,Qasemian,2014,Science of the Total Environment,How do microlocal environmental variations affect microbial activities of a Pinus halepensis litter in a Mediterranean coastal area?,Polycyclic aromatic hydrocarbon,anthracene,microbes,terrestrial,lab,Yes,Yes,microbial community composition ; functional diversity,enzyme activity; decomposition
Mendonca,424,Qi,2011,Plant and Soil,Effects of livestock grazing intensity on soil biota in a semiarid steppe of Inner Mongolia,Land use change change,Grazing (livestock),microbes,terrestrial,field,Yes,Yes,"microbial biomass C, community composition ; functional diversity; abundance",basal respiration
Mendonca,425,Quested,2007,Functional Ecology,Plant traits relate to whole-community litter quality and decomposition following land use change,Land use change change,grassland management,plants,terrestrial,field,Yes,Yes,plant community composition; functional parameters ; litter quality,decomposition
Mendonca,426,Ramsey,2005,Ecology Letters,Relationship between communities and processes; new insights from a field study of a contaminated ecosystem,chemical stressor,mine waste,microbes; plants,terrestrial,field,Yes,Yes,biomass; biomass ; microbial diversity ; abundance; richness,soil respiration
Mendonca,427,Rantalainen,2006,Science of the Total Environment,Lead contamination of an old shooting range affecting the local ecosystem - A case study with a holistic approach,Metals,lead,"Microbes; invertebrates (worms, mites and collembolans); plants",terrestrial,Field,Yes,Yes,"Microbial biomass, biomass C and community composition; biomass and abundance; DBH, tree density and community composition","Basal respiration, tree growth, litter production"
Mendonca,428,Rasmussen,2013,Science of the Total Environment,A catchment scale evaluation of multiple stressor effects in headwater streams,multiple stressors,agriculture; urbanization; flow; chemical pollution,benthic invertebrates,aquatic,field,Yes,No,"invertebrate community composition; relative abundance , %EPT, total abundance;",NA
Mendonca,430,Riah,2015,Applied Soil Ecology,Soil microbial community structure and function relationships: A heat stress experiment,Physical stress,heat stress,microbes,terrestrial,lab,Yes,Yes,biomass; abundance; bacterial community composition; relative abundance,enzyme activity
Mendonca,431,Rico,2014,Aquatic Toxicology,Effects of the antibiotic enrofloxacin on the ecology of tropical eutrophic freshwater microcosms,Pharmaceuticals,enrofloxacin (antibiotic),invertebrates; zooplankton; phytoplankton; periphyton; bacteria,aquatic,lab,Yes,Yes,bacterial community composition; chlorophyll a; phytoplankton density; zooplankton community composition; abundance; density; invertebrate community composition,decomposition; nutrient transformation
Mendonca,432,Rochelle-Newall,2008,Aquatic Microbial Ecology,Zinc induces shifts in microbial carbon flux in tropical coastal environments,Metals,zinc,microbes,aquatic,lab,Yes,Yes,Chlorophyll a; phytoplakton abundance and community composition; pigment concentration,Primary production ; bacterial production and respiration
Mendonca,434,Rosa,2013,Environmental Pollution,Impacts of fish farm pollution on ecosystem structure and function of tropical headwater streams,chemical stressor,Fish farm effluent (nutrient enrichment),benthic invertebrates,aquatic,field,Yes,Yes,invertebrate density; taxa richness; invertebrate community composition,respiration; primary production; nitrate uptake
Mendonca,436,Rotter,2013,Journal of Applied Ecology,Multiple stressors in periphyton - comparison of observed and predicted tolerance responses to high ionic loads and herbicide exposure,multiple stressors,ionic load; herbicide,periphyton,aquatic,lab,Yes,Yes,biomass; algal class; diatom composition,pollution-induced community tolerance
Mendonca,438,Rutigliano,2014,European Journal of Soil Biology,Effect of biochar addition on soil microbial community in a wheat crop,chemical stressor,biochar,microbes,terrestrial,field,Yes,Yes,microbial biomass C; functional diversity; bacterial genetic diversity,enzyme activity; respiration
Mendonca,440,Salminen,1996,Biology and Fertility of Soils,Effects of pentachlorophenol in forest soil: A microcosm experiment for testing ecosystem responses to anthropogenic stress,chemical stressor,sodium pentachlorophenate,microbes; plants; invertebrates,terrestrial,lab,Yes,Yes,biomass; biomass,respiration; leaching; plant growth
Mendonca,441,Salminen,1997,Applied Soil Ecology,Regulation of decomposer community structure and decomposition processes in herbicide stressed humus soil,Herbicide,terbuthylazine,microbes; nematodes; tardigrade; mites;,terrestrial,lab,Yes,Yes,invertebrate community composition; biomass,nutrient transformation; respiration; decomposition; predation
Mendonca,442,Saloni,2015,Marine Pollution Bulletin,Impacts of multiple stressors during the establishment of fouling assemblages,multiple stressors,copper; freshwater input,invertebrates; macroalgae,aquatic,field,Yes,Yes,biomass; community composition,respiration
Mendonca,444,Sanchez,2009,Annales De Limnologie-International Journal of Limnology,Effects of wastewater treatment plant pollution on in-stream ecosystems functions in an agricultural watershed,Wastewater effluent,nutrient enrichment,microbes; invertebrate,aquatic,field,Yes,Yes,biomass; density,primary production; respiration; N and P uptake
Mendonca,445,Sanderson,2007,Aquatic Toxicology,Assessment of the environmental fate and effects of ivermectin in aquatic mesocosms,Pharmaceuticals,ivermectin,zooplankton; phytoplankton; invertebrates,aquatic,lab,Yes,Yes,zooplankton community composition; species richness; abundance; chlorophyll a,NA
Mendonca,447,Sangiorgio,2007,International Review of Hydrobiology,"Effect of drought frequency and other reach characteristics on invertebrate communities and litter breakdown in the intermittent Mediterranean river Pula (Sardinia, Italy)",Drought,,invertebrates,aquatic,field,Yes,Yes,invertebrate community composition; species richness,leaf litter breakdown
